Top 200 'Chameleon' Words Analysis
==================================================

Chameleon words are those with the largest change in collocates
(measured by Jaccard distance between eras)

Rank  Word                 Jaccard Distance  
7061. জুবি                      1.00000000
7062. কাশ্মীরী                  1.00000000
7063. আসছিল                     1.00000000
7064. চাপালে                    1.00000000
7065. ঘোষাল                     1.00000000
7066. মাসখানেকের                1.00000000
7067. কল্পনা                    1.00000000
7068. ঝরণা                      1.00000000
7069. ভালভাবে                   1.00000000
7070. দাঁড়                     1.00000000
7071. পাঠ                       1.00000000
7072. নয়না                     1.00000000
7073. মারুন                     1.00000000
7074. এইব                       1.00000000
7075. উত্তরণ                    1.00000000
7076. কুসংস্কার                 1.00000000
7077. কাশির                     1.00000000
7078. ফিশ                       1.00000000
7079. সহকারীর                   1.00000000
7080. স্বাধীনতায়               1.00000000
7081. চাইত                      1.00000000
7082. বিকালে                    1.00000000
7083. অবস্থানকালে               1.00000000
7084. আসক্তি                    1.00000000
7085. এতদঞ্চল                   1.00000000
7086. সাতদিন                    1.00000000
7087. মেলেনি                    1.00000000
7088. চারটে                     1.00000000
7089. আখরে                      1.00000000
7090. অনুন্নত                   1.00000000
7091. পশ্চিমদি                  1.00000000
7092. মাহি                      1.00000000
7093. মহিল                      1.00000000
7094. অডিটর                     1.00000000
7095. উজ্জল                     1.00000000
7096. জাঁকজমক                   1.00000000
7097. নেবো                      1.00000000
7098. কিছুদূরে                  1.00000000
7099. গেজেল                     1.00000000
7100. নিকট                      1.00000000
7101. টালমাটাল                  1.00000000
7102. জোল                       1.00000000
7103. মোচন                      1.00000000
7104. আনন্                      1.00000000
7105. রেন                       1.00000000
7106. স্পর্শে                   1.00000000
7107. শিক্ষিকা                  1.00000000
7108. রক্তপাত                   1.00000000
7109. হারা                      1.00000000
7110. ফালা                      1.00000000
7111. ঘুরবে                     1.00000000
7112. নাককান                    1.00000000
7113. আন্তরিকত                  1.00000000
7114. হে                        1.00000000
7115. বহনে                      1.00000000
7116. শিরোনাম                   1.00000000
7117. ঝাণ্ডা                    1.00000000
7118. লতীফ                      1.00000000
7119. সাধ                       1.00000000
7120. চৈতন্য                    1.00000000
7121. পশুপাখি                   1.00000000
7122. মুণ্ড                     1.00000000
7123. শিখ                       1.00000000
7124. সৌভাগ্যবশত                1.00000000
7125. তাজা                      1.00000000
7126. ডরে                       1.00000000
7127. বাজনা                     1.00000000
7128. পালিত                     1.00000000
7129. প্রথমদিনে                 1.00000000
7130. নিরাসক্তি                 1.00000000
7131. উঠেছিল                    1.00000000
7132. সান্তনা                   1.00000000
7133. মোক্ষম                    1.00000000
7134. বিক্ষিপ্ত                 1.00000000
7135. চুক্তিবদ্ধ                1.00000000
7136. জরুরি                     1.00000000
7137. অলঙ্কার                   1.00000000
7138. নৈকট্য                    1.00000000
7139. দার                       1.00000000
7140. কাহারে                    1.00000000
7141. পালান                     1.00000000
7142. উল্টে                     1.00000000
7143. আসবাব                     1.00000000
7144. মিলেমিশে                  1.00000000
7145. জ্যাক                     1.00000000
7146. পোস্টে                    1.00000000
7147. হেল                       1.00000000
7148. রশ্মি                     1.00000000
7149. অন্তর্ভুক্ত               1.00000000
7150. ক্লান্তি                  1.00000000
7151. আধুনিকতম                  1.00000000
7152. কহি                       1.00000000
7153. পাউরু                     1.00000000
7154. স্বস্তি                   1.00000000
7155. শরীরচর্চ                  1.00000000
7156. গোলাকৃতি                  1.00000000
7157. বৈচিত্র্য                 1.00000000
7158. ঢুকেছিল                   1.00000000
7159. রাইফেল                    1.00000000
7160. সংবাদপত্র                 1.00000000
7161. উপক্রম                    1.00000000
7162. মীমাংসা                   1.00000000
7163. সুই                       1.00000000
7164. খেলাঘর                    1.00000000
7165. যথাসময়ে                  1.00000000
7166. সাজসজ্জা                  1.00000000
7167. গেঁথে                     1.00000000
7168. পরবর্তীকালে               1.00000000
7169. ওয়ান                     1.00000000
7170. বিবেচনায়                 1.00000000
7171. অত্যন্ত                   1.00000000
7172. রাজস্থান                  1.00000000
7173. মাছির                     1.00000000
7174. মু                        1.00000000
7175. কান্তি                    1.00000000
7176. আণবিক                     1.00000000
7177. করণে                      1.00000000
7178. পরিষ্কারে                 1.00000000
7179. তকমা                      1.00000000
7180. হারি                      1.00000000
7181. ক্যাম্পে                  1.00000000
7182. আক্রমণাত্মক               1.00000000
7183. ধুক                       1.00000000
7184. ডানকান                    1.00000000
7185. মাস্টারদের                1.00000000
7186. নদনদী                     1.00000000
7187. বৈরাগী                    1.00000000
7188. দোস্ত                     1.00000000
7189. দেখিনু                    1.00000000
7190. সুরাট                     1.00000000
7191. দীপু                      1.00000000
7192. মুখোমুখি                  1.00000000
7193. ট্রান্সমি                 1.00000000
7194. চাওনি                     1.00000000
7195. জানালায়                  1.00000000
7196. বিতাড়িত                  1.00000000
7197. পৌছাবে                    1.00000000
7198. তিলক                      1.00000000
7199. যুক্তিতর্ক                1.00000000
7200. চূড়ান্ত                  1.00000000
7201. যারে                      1.00000000
7202. চৌগ                       1.00000000
7203. অনাগ্রহ                   1.00000000
7204. অপছন্দ                    1.00000000
7205. ভগবানগোলা                 1.00000000
7206. আয়োজন                    1.00000000
7207. গোমতী                     1.00000000
7208. সিদ্ধ                     1.00000000
7209. বেলাভূমি                  1.00000000
7210. বাসা                      1.00000000
7211. ক্রেত                     1.00000000
7212. যোগী                      1.00000000
7213. মার্ডার                   1.00000000
7214. আদানপ্রদান                1.00000000
7215. জেট                       1.00000000
7216. টালবাহানা                 1.00000000
7217. শীত                       1.00000000
7218. আকাল                      1.00000000
7219. জাদুর                     1.00000000
7220. ওইখানে                    1.00000000
7221. কোম্পানী                  1.00000000
7222. সাংসারিক                  1.00000000
7223. গ্রামাঞ্চলে               1.00000000
7224. উচ্চতর                    1.00000000
7225. সমাপ্ত                    1.00000000
7226. আলোচ্য                    1.00000000
7227. হিটলার                    1.00000000
7228. ফুটল                      1.00000000
7229. নেছ                       1.00000000
7230. উৎকণ্ঠিত                  1.00000000
7231. ঘনীভূত                    1.00000000
7232. সাতদিনে                   1.00000000
7233. ভাদ্র                     1.00000000
7234. মিলিতভাবে                 1.00000000
7235. আশেপাশে                   1.00000000
7236. মিশ                       1.00000000
7237. উমা                       1.00000000
7238. ড্রাইভ                    1.00000000
7239. সোহাগী                    1.00000000
7240. স্পেনের                   1.00000000
7241. ব্যারাকপুরে               1.00000000
7242. দ্যান                     1.00000000
7243. ম্যাথিউস                  1.00000000
7244. মুখোশ                     1.00000000
7245. কলেবর                     1.00000000
7246. বেনার                     1.00000000
7247. এমসিসি                    1.00000000
7248. মিঞা                      1.00000000
7249. বিশ্ববাসীর                1.00000000
7250. মুনি                      1.00000000
7251. আপাতত                     1.00000000
7252. এরা                       1.00000000
7253. গড়েছি                    1.00000000
7254. হাতির                     1.00000000
7255. গাই                       1.00000000
7256. জ্যেষ্ঠপুত্র              1.00000000
7257. রেট                       1.00000000
7258. সেদিকে                    1.00000000
7259. লেখেননি                   1.00000000
7260. লীলা                      1.00000000
7261. ফোঁ                       1.00000000
7262. নিপীড়ন                   1.00000000
7263. মুদ্রিত                   1.00000000
7264. ভিন                       1.00000000
7265. মর্যাদা                   1.00000000
7266. আজকে                      1.00000000
7267. শোভাযাত্রা                1.00000000
7268. রক্তাক্ত                  1.00000000
7269. পাঁচালী                   1.00000000
7270. কৃপা                      1.00000000
7271. চেহারা                    1.00000000
7272. সুদৃশ্য                   1.00000000
7273. অক্টোবর                   1.00000000
7274. অপলাপ                     1.00000000
7275. শিবু                      1.00000000
7276. ইনজুরি                    1.00000000
7277. নোলক                      1.00000000
7278. বারংবার                   1.00000000
7279. তিনচতুর্থাংশ              1.00000000
7280. টোরি                      1.00000000
7281. সন্তানে                   1.00000000
7282. যুদ্ধজাহাজ                1.00000000
7283. পাদুকা                    1.00000000
7284. বিষপান                    1.00000000
7285. ট্রেভ                     1.00000000
7286. ব্রাভো                    1.00000000
7287. বিশেষত                    1.00000000
7288. দুর্বলতর                  1.00000000
7289. ফিরত                      1.00000000
7290. সুপথে                     1.00000000
7291. মক্কেল                    1.00000000
7292. বটি                       1.00000000
7293. সরেস                      1.00000000
7294. জানাব                     1.00000000
7295. প্রতিবেশীর                1.00000000
7296. টানাটানির                 1.00000000
7297. গালমন্দ                   1.00000000
7298. কেরানি                    1.00000000
7299. পরাগ                      1.00000000
7300. ধারাটি                    1.00000000
7301. ইন্ধন                     1.00000000
7302. ক্যাপট                    1.00000000
7303. জনিত                      1.00000000
7304. রামরতন                    1.00000000
7305. বেদীর                     1.00000000
7306. দরখাস্ত                   1.00000000
7307. আটচল্লিশ                  1.00000000
7308. সার্বভৌম                  1.00000000
7309. ্এ                        1.00000000
7310. ইল                        1.00000000
7311. তৃতীয়                    1.00000000
7312. আমব                       1.00000000
7313. সখি                       1.00000000
7314. অবারিত                    1.00000000
7315. বোধগম্য                   1.00000000
7316. প্রতিদ্বন্দী              1.00000000
7317. জেনেছি                    1.00000000
7318. হরে                       1.00000000
7319. বুঝেছি                    1.00000000
7320. ক্ষান্ত                   1.00000000
7321. ঘোরা                      1.00000000
7322. প্যাসিফিক                 1.00000000
7323. বিপক্ষে                   1.00000000
7324. চোক                       1.00000000
7325. হেড                       1.00000000
7326. খোলামেলা                  1.00000000
7327. স্রো                      1.00000000
7328. হানাহানি                  1.00000000
7329. সাজানো                    1.00000000
7330. যামু                      1.00000000
7331. যাওযা                     1.00000000
7332. লক্ষ্ণৌ                   1.00000000
7333. রঙে                       1.00000000
7334. দুর্নিব                   1.00000000
7335. বাপা                      1.00000000
7336. সৈক                       1.00000000
7337. বিগত                      1.00000000
7338. হীরামন                    1.00000000
7339. মেলানোর                   1.00000000
7340. আরভিন                     1.00000000
7341. তদারক                     1.00000000
7342. চাদর                      1.00000000
7343. বিনোদ                     1.00000000
7344. প্রাসাদ                   1.00000000
7345. শিবপ্রসাদ                 1.00000000
7346. বিশেষভাবে                 1.00000000
7347. ধসে                       1.00000000
7348. ফোর                       1.00000000
7349. ল্যাটিন                   1.00000000
7350. চোল                       1.00000000
7351. ফার                       1.00000000
7352. বিছানা                    1.00000000
7353. সহাস্য                    1.00000000
7354. কমিশনে                    1.00000000
7355. সেব                       1.00000000
7356. সোহিনী                    1.00000000
7357. ট্রাস্ট                   1.00000000
7358. উদ্ভিদ                    1.00000000
7359. রিক্সা                    1.00000000
7360. চাকুরে                    1.00000000
7361. সহায়তায়                 1.00000000
7362. চুটিয়ে                   1.00000000
7363. আলম                       1.00000000
7364. গাঁজ                      1.00000000
7365. তীক্ষ                     1.00000000
7366. বসবে                      1.00000000
7367. রেজিমেন্ট                 1.00000000
7368. উল্টোদি                   1.00000000
7369. উম্ম                      1.00000000
7370. শিশুপুত্র                 1.00000000
7371. দিলীপ                     1.00000000
7372. পোল                       1.00000000
7373. সাক্ষী                    1.00000000
7374. বিভীষিকা                  1.00000000
7375. খাঁর                      1.00000000
7376. সামল                      1.00000000
7377. নেশাখোর                   1.00000000
7378. পঙ্গপাল                   1.00000000
7379. সবিস্তারে                 1.00000000
7380. প্রমান                    1.00000000
7381. আপ্রাণ                    1.00000000
7382. বাহারি                    1.00000000
7383. আপস                       1.00000000
7384. প্রদর্শনে                 1.00000000
7385. খানেকের                   1.00000000
7386. ভুমির                     1.00000000
7387. আজি                       1.00000000
7388. হবেনা                     1.00000000
7389. সুচারুভাবে                1.00000000
7390. আড্ড                      1.00000000
7391. লিখছ                      1.00000000
7392. জন্মানো                   1.00000000
7393. ফ্রেম                     1.00000000
7394. প্রবাল                    1.00000000
7395. ঝুলন্ত                    1.00000000
7396. কর্মী                     1.00000000
7397. সখী                       1.00000000
7398. রোল                       1.00000000
7399. শেষবার                    1.00000000
7400. স্ক্রু                    1.00000000
7401. ইন্ডিয়ান                 1.00000000
7402. মেরীর                     1.00000000
7403. অদূরবর্তী                 1.00000000
7404. চার্চে                    1.00000000
7405. দেবাশীষ                   1.00000000
7406. পলিশ                      1.00000000
7407. খুপরি                     1.00000000
7408. লিগ                       1.00000000
7409. মানিয়ে                   1.00000000
7410. নাতনি                     1.00000000
7411. আঘাতপ্রাপ্ত               1.00000000
7412. পাশ্চাত্য                 1.00000000
7413. র্যাঙ্ক                   1.00000000
7414. অনেকব                     1.00000000
7415. বিজ্ঞানসম্মত              1.00000000
7416. একাত্মতা                  1.00000000
7417. মানু                      1.00000000
7418. হেলনে                     1.00000000
7419. পায়                      1.00000000
7420. প্রকাশ্য                  1.00000000
7421. গিলতাম                    1.00000000
7422. ফ্রেজার                   1.00000000
7423. যথার্থ                    1.00000000
7424. ফিট                       1.00000000
7425. সাবধানী                   1.00000000
7426. ক্ষমতায়                  1.00000000
7427. ওনাকে                     1.00000000
7428. মালির                     1.00000000
7429. বহুদূরে                   1.00000000
7430. অনবরত                     1.00000000
7431. মুখরোচক                   1.00000000
7432. টেলিগ্রাফ                 1.00000000
7433. নিবাস                     1.00000000
7434. প্রায়শ                   1.00000000
7435. চক্রবর্তী                 1.00000000
7436. পাশা                      1.00000000
7437. রেশমা                     1.00000000
7438. সাময়িক                   1.00000000
7439. অভূতপূর্ব                 1.00000000
7440. শেষোক্ত                   1.00000000
7441. বর্তমানে                  1.00000000
7442. একাদশ                     1.00000000
7443. আশপাশ                     1.00000000
7444. দুপাশ                     1.00000000
7445. পান্তাভাত                 1.00000000
7446. গির্জা                    1.00000000
7447. ফোর্ট                     1.00000000
7448. দর্শনার্থী                1.00000000
7449. লক্ষে                     1.00000000
7450. নিঃসঙ্কোচে                1.00000000
7451. সহযোগী                    1.00000000
7452. মানচিত্রে                 1.00000000
7453. তোপ                       1.00000000
7454. মেনেছেন                   1.00000000
7455. দাদি                      1.00000000
7456. পারবেনা                   1.00000000
7457. সবদিক                     1.00000000
7458. কিছুকাল                   1.00000000
7459. উদ্ভূত                    1.00000000
7460. একুশে                     1.00000000
7461. মাস্ট                     1.00000000
7462. টানটান                    1.00000000
7463. বিধবা                     1.00000000
7464. কানি                      1.00000000
7465. অনুরাগী                   1.00000000
7466. পৈত্রিক                   1.00000000
7467. দাশগুপ্ত                  1.00000000
7468. আলোর                      1.00000000
7469. কোতোয়া                   1.00000000
7470. পাটকলে                    1.00000000
7471. সুখে                      1.00000000
7472. ঘটবে                      1.00000000
7473. সহিষ্ণু                   1.00000000
7474. পরস্পরবিরোধী              1.00000000
7475. রিতা                      1.00000000
7476. সংস্কৃতির                 1.00000000
7477. মাধুরী                    1.00000000
7478. সগর্বে                    1.00000000
7479. ইচ্ছেই                    1.00000000
7480. কারবারি                   1.00000000
7481. স্কা                      1.00000000
7482. অগ্নিদগ্ধ                 1.00000000
7483. খেতেন                     1.00000000
7484. গরমিল                     1.00000000
7485. জন্মালে                   1.00000000
7486. এনা                       1.00000000
7487. দেশাত্মবোধ                1.00000000
7488. বর্গমাইল                  1.00000000
7489. স্পিন                     1.00000000
7490. নাতির                     1.00000000
7491. খুঁজ                      1.00000000
7492. চৌকাঠ                     1.00000000
7493. হাঁকডাক                   1.00000000
7494. থাকছ                      1.00000000
7495. পক্ষকাল                   1.00000000
7496. বন্ধকী                    1.00000000
7497. স্বাস্থ                   1.00000000
7498. নদে                       1.00000000
7499. ইচ্ছ                      1.00000000
7500. প্রলোভিত                  1.00000000
7501. দুলাল                     1.00000000
7502. কাটে                      1.00000000
7503. চূড়া                     1.00000000
7504. শেখাবে                    1.00000000
7505. অক্ষমতা                   1.00000000
7506. লিড                       1.00000000
7507. রও                        1.00000000
7508. অকেজো                     1.00000000
7509. দিদ                       1.00000000
7510. স্মরণকাল                  1.00000000
7511. অরবিন্দ                   1.00000000
7512. বলতে                      1.00000000
7513. পুত্রবধূ                  1.00000000
7514. পাড়ে                     1.00000000
7515. লালবাজারে                 1.00000000
7516. রাখবো                     1.00000000
7517. পরীর                      1.00000000
7518. পান্থ                     1.00000000
7519. অবিবাহিত                  1.00000000
7520. হাটা                      1.00000000
7521. ইঞ্চির                    1.00000000
7522. বাহাদুরি                  1.00000000
7523. বাজে                      1.00000000
7524. প্রবণতা                   1.00000000
7525. এসেছি                     1.00000000
7526. ভাঙাচো                    1.00000000
7527. স্নানে                    1.00000000
7528. ক্যানাল                   1.00000000
7529. আহার                      1.00000000
7530. কৃষি                      1.00000000
7531. আইনজীবীর                  1.00000000
7532. প্রাচী                    1.00000000
7533. রাবি                      1.00000000
7534. বিরতির                    1.00000000
7535. রত্নখচিত                  1.00000000
7536. ঝোলানো                    1.00000000
7537. কীস                       1.00000000
7538. যোগ্যত                    1.00000000
7539. শুনলে                     1.00000000
7540. পুজ                       1.00000000
7541. গ্যালারির                 1.00000000
7542. নাইজেরিয়ায়              1.00000000
7543. ডুবুরী                    1.00000000
7544. মসজি                      1.00000000
7545. ধরেনি                     1.00000000
7546. মাছরাঙা                   1.00000000
7547. কারা                      1.00000000
7548. শুনেছি                    1.00000000
7549. চার্লস                    1.00000000
7550. প্রকোপে                   1.00000000
7551. পেলেন৷                    1.00000000
7552. আর্থ                      1.00000000
7553. পন্ডিত                    1.00000000
7554. একাধিক                    1.00000000
7555. সুমধুর                    1.00000000
7556. নিষ্পত্তি                 1.00000000
7557. অবিচ্ছিন্ন                1.00000000
7558. চেষ্ঠা                    1.00000000
7559. সত্তা                     1.00000000
7560. প্রভৃতির                  1.00000000
7561. অমঙ্গল                    1.00000000
7562. চলেনি                     1.00000000
7563. ধরুন                      1.00000000
7564. জ্যাকেট                   1.00000000
7565. নিজের                     1.00000000
7566. তুলসি                     1.00000000
7567. বলির                      1.00000000
7568. কাণ্ডকারখানা              1.00000000
7569. ফুটবলে                    1.00000000
7570. নির্গত                    1.00000000
7571. বাসুদেব                   1.00000000
7572. ডিভিশন                    1.00000000
7573. মাঝখান                    1.00000000
7574. রশির                      1.00000000
7575. ফেলো                      1.00000000
7576. সমাজে                     1.00000000
7577. আবির্ভাব                  1.00000000
7578. মিষ্টিমুখ                 1.00000000
7579. হত্যাকাণ্ড                1.00000000
7580. আত্মহত্য                  1.00000000
7581. সাজে                      1.00000000
7582. আন্তরিকতা                 1.00000000
7583. জুই                       1.00000000
7584. উপকারী                    1.00000000
7585. কুক্ষিগত                  1.00000000
7586. হাজারো                    1.00000000
7587. মেধা                      1.00000000
7588. খিদে                      1.00000000
7589. ফেরেনি                    1.00000000
7590. সাফল্য                    1.00000000
7591. কপি                       1.00000000
7592. রবির                      1.00000000
7593. টমাস                      1.00000000
7594. ইনস্টিটিউটে               1.00000000
7595. বিস্ময়কর                 1.00000000
7596. মুখার্জি                  1.00000000
7597. গোলমাল                    1.00000000
7598. সম্মানিত                  1.00000000
7599. লিখলে                     1.00000000
7600. পর্তুগীজ                  1.00000000
7601. কঙ্কাল                    1.00000000
7602. শ্যালক                    1.00000000
7603. ঢাক                       1.00000000
7604. অসম্পূর্ণ                 1.00000000
7605. যেভাবে                    1.00000000
7606. বিদায়ী                   1.00000000
7607. প্রাপ্তি                  1.00000000
7608. শিহরণ                     1.00000000
7609. দেখালে                    1.00000000
7610. কাদির                     1.00000000
7611. ব্যারা                    1.00000000
7612. একশেষ                     1.00000000
7613. ভাঙায়                    1.00000000
7614. সাইকোলজি                  1.00000000
7615. চতুর্থ                    1.00000000
7616. নূর                       1.00000000
7617. বসানে                     1.00000000
7618. আর্তনাদে                  1.00000000
7619. আসুক                      1.00000000
7620. মশা                       1.00000000
7621. কারবারে                   1.00000000
7622. লগ্নে                     1.00000000
7623. ঠেকানোর                   1.00000000
7624. রেলপথ                     1.00000000
7625. নিপা                      1.00000000
7626. কূপ                       1.00000000
7627. সৌহার্দ্য                 1.00000000
7628. রফি                       1.00000000
7629. নরপশু                     1.00000000
7630. থামলো                     1.00000000
7631. যোগানদ                    1.00000000
7632. স্বরাজ                    1.00000000
7633. ড্রইং                     1.00000000
7634. বিপরীত                    1.00000000
7635. বাঁচল                     1.00000000
7636. মহাকাব্য                  1.00000000
7637. ২টি                       1.00000000
7638. মুশকিল                    1.00000000
7639. বিন্দু                    1.00000000
7640. বাহুবল                    1.00000000
7641. পরিণতি                    1.00000000
7642. লেজ                       1.00000000
7643. জায়গায়                  1.00000000
7644. জার্মানীর                 1.00000000
7645. গতমাসে                    1.00000000
7646. তুলবো                     1.00000000
7647. লেবুর                     1.00000000
7648. খোরপোশ                    1.00000000
7649. ভোটে                      1.00000000
7650. বিন্দুমাত্র               1.00000000
7651. জমিজম                     1.00000000
7652. উৎসাহে                    1.00000000
7653. অধিবেশন                   1.00000000
7654. মুখার্জী                  1.00000000
7655. মাস্টারের                 1.00000000
7656. চালিয়ে                   1.00000000
7657. সনাক্ত                    1.00000000
7658. বিলা                      1.00000000
7659. যাস                       1.00000000
7660. ধৈর্য                     1.00000000
7661. আকৃতিতে                   1.00000000
7662. চিত্রকর                   1.00000000
7663. কার্তুজ                   1.00000000
7664. বেনাপোলের                 1.00000000
7665. পিট                       1.00000000
7666. এগোব                      1.00000000
7667. হেডের                     1.00000000
7668. রীতি                      1.00000000
7669. মামুদ                     1.00000000
7670. লোটা                      1.00000000
7671. রনি                       1.00000000
7672. নির্জীব                   1.00000000
7673. সম্পাদনা                  1.00000000
7674. হবি                       1.00000000
7675. নেই৷                      1.00000000
7676. তাবিজ                     1.00000000
7677. সন্ন্যাসী                 1.00000000
7678. অমিতাভ                    1.00000000
7679. মগডাল                     1.00000000
7680. বাচবে                     1.00000000
7681. দুতীর                     1.00000000
7682. দ্বিতীয়                  1.00000000
7683. ইউনিয়ন                   1.00000000
7684. অবাধ                      1.00000000
7685. মধ্যযুগে                  1.00000000
7686. জীব                       1.00000000
7687. নানান                     1.00000000
7688. শ্রমিক                    1.00000000
7689. কমার্শিয়াল               1.00000000
7690. পরিত্রাণ                  1.00000000
7691. হামলাকারী                 1.00000000
7692. মাখা                      1.00000000
7693. জেত                       1.00000000
7694. প্রতিরক্ষা                1.00000000
7695. সামঞ্জস্য                 1.00000000
7696. চন্দ্রশেখর                1.00000000
7697. আদর্শবান                  1.00000000
7698. সারাংশ                    1.00000000
7699. অহমিকা                    1.00000000
7700. লোকজনে                    1.00000000
7701. মেয়                      1.00000000
7702. রাঘব                      1.00000000
7703. ওঝা                       1.00000000
7704. টিজ                       1.00000000
7705. কপূর                      1.00000000
7706. বেদী                      1.00000000
7707. পরোক্ষভাবে                1.00000000
7708. পেট্রল                    1.00000000
7709. গোপ                       1.00000000
7710. সুস্পষ্ট                  1.00000000
7711. সোভিয়েত                  1.00000000
7712. মিষ্টান্ন                 1.00000000
7713. হালচাল                    1.00000000
7714. ফেলুদা                    1.00000000
7715. বলেননি                    1.00000000
7716. ভাইবোন                    1.00000000
7717. এঁটো                      1.00000000
7718. জোট                       1.00000000
7719. কোল্                      1.00000000
7720. চট্টগ্রাম                 1.00000000
7721. লীমা                      1.00000000
7722. রাজচন্দ্র                 1.00000000
7723. গির্জ                     1.00000000
7724. অভ্যাসে                   1.00000000
7725. কমপ্যাক্ট                 1.00000000
7726. আবিষ্কার                  1.00000000
7727. তথাকথিত                   1.00000000
7728. দুঃখে                     1.00000000
7729. নিমতলা                    1.00000000
7730. মালেক                     1.00000000
7731. যুবা                      1.00000000
7732. মাইনর                     1.00000000
7733. দেবব্রত                   1.00000000
7734. টুডে                      1.00000000
7735. দোয়া                     1.00000000
7736. ব্যানার্জি                1.00000000
7737. শঙ্কু                     1.00000000
7738. কামর                      1.00000000
7739. আধিক্য                    1.00000000
7740. মাও                       1.00000000
7741. সজোরে                     1.00000000
7742. উমর                       1.00000000
7743. অসামর্থ্য                 1.00000000
7744. আধিপত্য                   1.00000000
7745. চলমান                     1.00000000
7746. উচ্চাভিলাষী               1.00000000
7747. চারে                      1.00000000
7748. সম্পূর্ণ                  1.00000000
7749. নারে                      1.00000000
7750. তুলত                      1.00000000
7751. দুর্গতি                   1.00000000
7752. ঠ্যাং                     1.00000000
7753. একদা                      1.00000000
7754. চোরা                      1.00000000
7755. বরখাস্ত                   1.00000000
7756. বিশুদ্ধ                   1.00000000
7757. ফরিদপুর                   1.00000000
7758. অসঙ্গতি                   1.00000000
7759. অবিচ্ছেদ্য                1.00000000
7760. গিজ                       1.00000000
7761. লাঞ্চ                     1.00000000
7762. প্রস্ততি                  1.00000000
7763. ফ্লোর                     1.00000000
7764. উদ্যাপিত                  1.00000000
7765. এককালে                    1.00000000
7766. পড়া                      1.00000000
7767. দেখেছেন                   1.00000000
7768. পরগণা                     1.00000000
7769. দার্শনিক                  1.00000000
7770. জায়গাতে                  1.00000000
7771. পরিবেশের                  1.00000000
7772. একুশ                      1.00000000
7773. ব্যবসায়িক                1.00000000
7774. সুধীর                     1.00000000
7775. তেমনি                     1.00000000
7776. মেরির                     1.00000000
7777. তাকি                      1.00000000
7778. একনাগাড়ে                 1.00000000
7779. সহপাঠীর                   1.00000000
7780. একপ্রান্                  1.00000000
7781. উদাত্ত                    1.00000000
7782. অচেনা                     1.00000000
7783. পোকা                      1.00000000
7784. বৃন্দাবন                  1.00000000
7785. চাপে                      1.00000000
7786. মোটিভ                     1.00000000
7787. পেরুর                     1.00000000
7788. গভীরতা                    1.00000000
7789. ৭টি                       1.00000000
7790. যোগসূত্র                  1.00000000
7791. কথোপকথন                   1.00000000
7792. হারছি                     1.00000000
7793. শোভা                      1.00000000
7794. তিনজনে                    1.00000000
7795. মহাজাগতিক                 1.00000000
7796. ছাত                       1.00000000
7797. সাবাড়                    1.00000000
7798. সারির                     1.00000000
7799. তুলতে                     1.00000000
7800. লাগাব                     1.00000000
7801. আজকাল                     1.00000000
7802. মাল                       1.00000000
7803. মাদা                      1.00000000
7804. যোগান                     1.00000000
7805. চিল                       1.00000000
7806. তুলল                      1.00000000
7807. আবহ                       1.00000000
7808. নজরুল                     1.00000000
7809. লেস                       1.00000000
7810. গুগ                       1.00000000
7811. জাজ                       1.00000000
7812. বিমান                     1.00000000
7813. উত্তরপ্রদেশ               1.00000000
7814. শত্রুপক্ষ                 1.00000000
7815. আলবার্ট                   1.00000000
7816. হাঁটাচলা                  1.00000000
7817. গেমসে                     1.00000000
7818. পিপাসা                    1.00000000
7819. আমারআমি                   1.00000000
7820. অর্ধনগ্ন                  1.00000000
7821. জবাবদিহির                 1.00000000
7822. চক্ষু                     1.00000000
7823. শ্যামনগরে                 1.00000000
7824. টুপির                     1.00000000
7825. অরুণ                      1.00000000
7826. বাকী                      1.00000000
7827. দুঘণ্                     1.00000000
7828. রীতিম                     1.00000000
7829. দেখিয়                    1.00000000
7830. হদিশ                      1.00000000
7831. সাধনে                     1.00000000
7832. শ্রীরাম                   1.00000000
7833. প্রস্রাব                  1.00000000
7834. স্থগিত                    1.00000000
7835. ফেস্ট                     1.00000000
7836. অর্থকরী                   1.00000000
7837. অনন্ত                     1.00000000
7838. রটে                       1.00000000
7839. জড়ো                      1.00000000
7840. কাডে                      1.00000000
7841. ছেলেটা                    1.00000000
7842. বোধ                       1.00000000
7843. রাখতে                     1.00000000
7844. পার্ক                     1.00000000
7845. বান্ধব                    1.00000000
7846. ইজ্জত                     1.00000000
7847. অহংকারী                   1.00000000
7848. হউক                       1.00000000
7849. শহরতলীর                   1.00000000
7850. আত                        1.00000000
7851. অতিবাহিত                  1.00000000
7852. ভেবেচিন্                  1.00000000
7853. প্রতিকূলতা                1.00000000
7854. লাবণ্য                    1.00000000
7855. নিকটে                     1.00000000
7856. প্রবাসী                   1.00000000
7857. জু                        1.00000000
7858. যবনিকা                    1.00000000
7859. রমা                       1.00000000
7860. শিখাই                     1.00000000
7861. রাশির                     1.00000000
7862. মাখানো                    1.00000000
7863. গেড়েছিল                  1.00000000
7864. উরুর                      1.00000000
7865. সমভাবে                    1.00000000
7866. রানি                      1.00000000
7867. চিবুক                     1.00000000
7868. সম্পাদিকা                 1.00000000
7869. ভয়াবহ                    1.00000000
7870. শরণাপন্ন                  1.00000000
7871. যথা                       1.00000000
